src_orig,tgt
um-ma ša-lim-a-ḫu-um-ma a-na pu-šu-ke-en₆ qí-bi-ma 0.66666 ma-na KÙ.GI pá-ša-lam ša ḫa-ra-an a-lim{ki},Šalim-aḫum to Pušu-ken:
PUZUR₄.IŠTAR DUMU a-šur-ma-lik ḫa-bu-lam,Puzur-Ištar son of Aššur-mālik owes me 2/3 minas 
i-na kà-ni-iš i-na e-ra-bi-šu-ma ša-qá-lam qá-bi,He promised to pay upon his arrival in Kaneš.
ù me-ḫe-er ṭup-pí-šu ḫa-ar-mì-im a-na-ku a-dí-na-kum a-wi-lúm a-ma-kam i-na e-ra-bi-šu-ma a-na iš-té-en₆ u šé-na ma-áš-qá-al-tám i-ša-qal e-tí-iq-ma ṣa-ba-sú-ma KÙ.GI ša-áš-qí-il₅-šu,"Now, I personally gave you a copy of his certified tablet, (saying) “As for the man, there, he will pay in installments severally at his arrival. Travel overland, seize him, and make (him) pay the gold.”"
um-ma a-ta-ma iš-tí … DUMU šu-a-šùr ú-šé-ba-lá-kum 0.33333,"You said, ""I will send it to you with PN son of Šū-Ištar."""
ma-na KÙ.GI i-na KÙ.BABBAR-kà ra-dí-ma iš-té-ni-iš 1 ma-na KÙ.GI a-na ik-ri-bi-a ku-un-kam-ma ì-lí-a-lim i šé-pí-šu lu-ub-lam,Add 1/3 mina gold from your own gold and seal 1 mina gold in a single package for my 
a-ḫi a-ta a-na té-er-tí-a i-ḫi-id-ma ṭup-pé-e-a za-ki-ma en-nam-a-šur u₄-ma-kál lá i-sà-ḫu-ur,"My dear brother, give heed to my messages and clear my tablet and do not detain Ennam-Aššur for a single night."
ṭur₄-da-šu,Send him to me.
15 GÚ URUDU ḫa-bu-ra-ta-i-um KI DINGIR-na-da iš-tù ḫa-mu-uš-tim ša {d}UTU.DU₁₀ a-na 20 ḫa-am-ša-tim i-ša-qal 15 GÚ URUDU ḫa-bu-ra-ta-i-um KI a-šur-i-dí DUMU ib-ni={d}IM,He will pay 20 weeks from the ḫamustum of Šamaš-ṭāb.
iš-tù ḫa-mu-uš-tim ša {d}UTU.DU₁₀ a-na 17 ḫa-am-ša-tim i-ša-qal 6 GÚ URUDU ḫa-bu-ra-ta-i-um KI DUMU ṣí-li-bi-a,He will pay 17 weeks from the ḫamuštum of Šamaš-ṭāb.
iš-tù ḫa-mu-uš-tim ša {d}UTU.DU₁₀ a-na 15 ḫa-am-ša-tim i-ša-qal mì-ma URUDU a-nim i-na tù-ur-ḫu-mì-it i-ša-qú-lu ṭup-pu-šu É en-na-nim DUMU a-bi-a i-na tù-ur-ḫu-mì-it i-ba-ší-ú,He will pay 15 weeks from the ḫamušum of Šamaš-ṭāb.
10 GÍN KÙ.BABBAR a pu-šu-ke-en₆ 2 GÍN a me-er-e-tí-šu 1 GÍN a am-tí-šu 1.5 GÍN a-na a-ḫu-qar 1.5 GÍN a en-um-a-šur DUMU sú-kà-lí-a 1 GÍN a {d}IŠKUR-ba-ni 1 GÍN a pì-lá-aḫ-a-šur 1 GÍN a lá-ba-na-da 1 GÍN a i-dí-sú-en₆ 1 GÍN a {d}UTU-ta-ak-lá-ku 1 GÍN a DINGIR-ma-lik 3 GÍN a-na a-mur-IŠTAR 3 GÍN a-na 2 me-er-e-šu ù me-er-i-tí-šu 1 GÍN a-na a-šur-ma-lik DUMU PUZUR₄.IŠTAR 1 GÍN a šu-a-nim mì-ma a-nim a ni-qí-šu-nu a-dí-šu-nu-tí,"10 shekels silver to Pūšu-kēn, 2 shekels to his daughter, 1 shekel to his amtum-wife, 1 1/2 shekels to Aḫu-waqar, 1 1/2 shekels to Ennum-Aššur s. Sukkallīya, 1 shekel to Adad-bāni, 1 shekel to Pilaḫ-Aššur, 1 shekels to Laban-nādā, 1 shekels to Idī-Suen, 1 shekel to Šamaš-taklāku, 1 shekels to Ilī-mālik, 3 shekels to Amur-Ištar, 3 shekels to his two sons and one daughter, 1 shekels to Aššur-mālik s. Puzur-Ištar, 1 shekels to Šū-Anum: all this I gave to them for their offerings."
0.5 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er e-ni-ša-ri-im i-tur₄-DINGIR i-šu,Enišarim owes Itūr-ilī 1/2 mina 2 shekels refined silver.
iš-tù ḫa-mu-uš-tim ša {d}UTU-ba-ni ù a-šùr-ma-lik ITU.KAM té-i-na-tim li-mu-um PUZUR₄-ni-ra-aḫ a-na da-áš-e i-ša-qal šu-ma lá iš-qú-ul 1 ma-na-um 0.5 ma-na i-na ša-tim,"He will pay one season from the ḫamuštum of Šamaš and Aššur-mālik, month of Teʾinātim, eponymate Puzur-Niraḫ."
ú-ṣa-áb IGI PUZUR₄.IŠTAR IGI šu-sú-en,"If he does not pay (on time), he will add 1/2 mina per mina per year as interest."
a-na i-na-a qí-bi-ma um-ma ma-num-ba-lúm-a-šur-ma,To Innā from Mannum-bālum-Aššur
mì-nam lu-mu-un li-bi₄-im ta-áš-pu-ra-am,Why did you write me in anger?
um-ma a-ta-ma,"You said: ""I sent you a letter, but you paid no attention to my letter, and you did not return me your missive."""
,"I sent you a letter, but you paid no attention to my letter, and you did not return me your missive."
KIŠIB PUZUR₄-a-šur DUMU sú-en₆-na-da KIŠIB šu-IŠTAR DUMU i-li-li KIŠIB a-šur-DU₁₀ DUMU i-da,"Seals: Puzur-Aššur s. Suen-nādā, Šū-Ištar s. Ilili, Aššur-ṭāb s. Ida."
ša ḫu-bu-ul a-šur-DU₁₀ ša 2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-DU₁₀,Regarding the debt of Aššur-ṭāb.
a-šur-SIPA i-šu,Aššur-ṭāb owes Aššur-rēʾī 2 1/2 minas refined silver.
iš-tù ḫa-muš-tim ša a-šur-SIPA ù lá-qé-pí-im a-na 15 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-mì-šu ma-al-ú-tim lá iš-qúl ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám i-na ITU.KAM-im,He will pay 15 weeks from the ḫamuštum of Aššur-rēʾī and Lāqēpim.
ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-šur-DU₁₀ DUMU i-da,"If he does not pay on time, he will add the rate of the colony of 1 1/2 shekels per mina per month as interest."
um-ma a-šùr-i-dí a-na a-šùr-na-da ì-lí-a-lim ù a-šùr-ta-ak-lá-ku qí-bi₄-ma 12,"From Aššur-idī to Aššur-nādā, Ilī-ālum and Aššur-taklāku:"
ma-na KÙ.BABBAR DUMU a-lu-lá-a ḫa-bu-lam,Alulaya's son owes me 12 minas of silver.
ṣa-áb-ta-šu-ma KÙ.BABBAR ša-áš-qí-lá-šu,Seize him and make him pay the silver.
šu-ma lá-šu a-šar wa-aš-bu i ṣú-ḫa-ri-a šu-up-ra-šu-ma KÙ.BABBAR lu-ša-áš-qí-il₅-šu,"If he is absent, then write to him by means of one of my  servants to where he is staying, so he can make him pay the silver."
šu-ma ú-mu-šu a-ḫu-ru ma-lá ta-ar-ki-is-tí-šu KÙ.BABBAR li-ik-nu-uk-ma,"If his term (for repayment) is not up yet, then have him seal the silver in accordance with his contract."
a-na ša ki-ma šu-a-tí ù i-a-tí lu-šé-bi₄-lá-ma ší-ma-am lu ni-iš-am-šu,"Let him send it to his representatives and to me, so we can purchase goods for him."
1 GÚ AN.NA ša šu-ḫu-bu-ur a-na il₅-ba-ni DUMU PUZUR₄.IŠTAR i-dì-nu iš-tù il₅-ba-ni a-na kà-ni-iš{ki} e-ru-bu ITU 15 KAM i-lá-ak-ma 10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na pu-šu-ke-en₆ ša ki-ma šu-ḫu-bur il₅-ba-ni i-ša-qal KÙ.BABBAR,"1 talent tin which Šū-Ḫubur gave to Il-bāni son of Puzur-Ištar, after Il-bāni arrives in Kanesh, it will go for 15 months and he will pay 10 minas silver to Pūšu-kēn, the representative of Šū-Ḫubur."
ša šu-ḫu-bur i-na kà-ni-ìš{ki} i-ša-qal,He will pay the silver of Šū-Ḫubur in Kaneš.
IGI ku-na-ni-a IGI iš-me-a-šùr IGI ú-zu-a,"In the presence of Kunānia, Išme-Aššur, and Uzuwa"
18.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er da-dí-a DUMU na-ni-bi₄-im a-šur-ma-lik DUMU e-na-sú-en₆ DUMU sú-kà-lí-a i-šu a-na 5 ITU.KAM,Dadīya s. Nanabum owes Aššur-mālik s. Enna-Suen s. Sukkallīya 18 1/2 shekels refined silver.
i-ša-qal šu-ma lá iš-qúl 1 GÍN.TA ṣí-ib-tám i-na ITU.KAM,He will pay in five months.
ú-ṣa-áb ITU.KAM ku-zal-li li-mu-um a-šur-i-mì-tí ma-lá-ḫu-um IGI e-na-a-šur DUMU e-ra-dí IGI kà-ri-a DUMU šu-be-lim,"If he does not pay (on time), he will add interest at the rate of 1 shekel (per mina) per month."
KIŠIB x-x-nim KIŠIB ú-ṣur-ša-a-šur,"Seals: ...--nim, Uṣur-ša-Aššur."
ša ḫu-bu-ul a-mur={d}UTU-ši 8 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-mur={d}UTU-ši,Regarding the debt of Amur-Samši.
a-šur-SIPA i-šu,Amur-Samši owes Aššur-rēʾī 8 minas refined silver.
iš-tù ḫa-muš-tim ša a-šur-be-el-a-wa-tim a-na 25 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl a-na 1 ma-na-im i-na ITU.KAM 1.5 GÍN.TA,He will pay 25 weeks from the ḫamuštum of Aššur-bēl-awātim.
ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-mur={d}UTU-ši,"If he does not pay (on time), he will add 1 1/2 shekels per mina per month (as interest)."
23.5 ma-na 3 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ku-nim a-šur-i-mì-tí i-šu,Ikūnim owes Aššur-imittī 23 1/2 minas 3 shekels refined silver.
iš-tù ḫa-muš-tim ša {d}MAR.TU-ba-ni ù i-ku-nim a-na 40 ḫa-am-ša-tim i-ša-qal,He will pay 40 weeks from the ḫamuštum of Amurrum-bāni and Ikūnim.
šu-ma i-na u₄-mì-šu ma-al-ú-tim lá iš-qú-ul 1.5 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb,"If he does not pay at the fulfillment of his term, he will add interest at the rate of 1 1/2 shekels per mina per month."
ITU.1.KAM a-lá-na-tim,Month: Allānātim
li-mu-um sú-kà-lí-a,Eponymate: Sukkallīya
IGI a-šur-SIPA IGI a-zu-na-a IGI a-šur-ma-lik,"Witnesses: Aššur-rēʾī, Azunāya, Aššur-mālik."
um-ma a-šùr-be-el-a-wa-tim šu-a-šur ù a-šur-na-da-ma a-na i-dí-sú-en₆ am-ri-a LUGAL={d}EN.ZU a-šur-SIPA PUZUR₄-sú-en₆ ù PUZUR₄-a-na qí-bi-ma,"From Aššur-bēl-awātim, Šū-Aššur and Aššur-nādā to Iddin-Suen, Amria, Šar-Suen, Aššur-rē'ī, Puzur-Suen and Puzur-Anna:"
iš-tí a-šur-SIPA a-na-kam a-šur-be-el-ma-al-ki-im ni-kà-sí i-sí-ma 45 ma-na AN.NA ku-nu-ki ša {d}IŠKUR.ILLAT-at ù a-šur-ba-ni i-na ša-ni-tim šu-uq-lim ku-nu-ki ša a-lim{ki} li-dí-a-ku-nu-tí-ma 34 ma-na 15 GÍN AN.NA šu-té-bi-lá-ma li-qé-a 15,"Aššur-bēl-malkim has here settled accounts with Aššur-rē'ī, and he must deposit for you 45 minas of tin sealed by Adad-ellat and Aššur-bāni from the second package that bears the seal of the City; then you must have brought 34 minas 15 shekels of tin and take it."
ma-na 15 GÍN AN.NA a-ḫa-ma za-ku-a-am li-dí-na-ku-nu-tí 1,"Furthermore, he shall give you 15 minas 15 shekels of tin, cleared."
GÚ 34 ma-na AN.NA li-dí-na-ku-nu-tí ù 2 TÚG šu-ra-an a-šur-SIPA li-dí-na-ku-nu-tí-ma ba-tí-iq ù DIRI dí-na-ma KÙ.BABBAR ku-nu-kà-ma a-na a-li-ki-im pá-ni-e-ma pì-iq-da-ma,"In all: Aššur-rē'ī shall give you 1 talent 34 minas of tin and, 2 black textiles and you should sell that at whatever price, seal the silver, entrust it to the very first traveler who can bring "
lu-ub-lam a-šur-be-el-ma-al-ki-im,Send Aššur-bēl-malkim.
ṭur₄-da-nim a-na i-dí-sú-en₆ qí-bi-ma ma-lá a-na-kam pá-kà ta-dí-nu-ni-a-tí-ni šu-ma a-ḫu-ni a-ta iš-tí a-ḫi-im ù eb-ri-im KÙ.BABBAR a-na bé-a-lim a-na a-šur-be-el-ma-al-ki-im e-ri-iš-ma KÙ a-na ṣé-ri-ni ku-nu-uk-ma šé-bi-lá-ma a-na-kam bu-la-tí-šu lu nu-ta-er-šu-ma a-na a-lim{ki} lu ni-iṭ-ru-sú,"To Iddin-Suen: As you gave us your word here, and if you are truly our brother, ask for silver for a working-capital from colleague and friend for Aššur-bēl-malkim, send us the silver under seal and let us here turn over his working-capital to him and send him to the City."
šu-ma a-na be-a-lim lá té-ri-šum bu-lá-tí-šu lá-šu,"If you do not ask for anything for him to dispose over, there will be no working-capital for him."
0.5 ma-na KÙ.BABBAR i-ṣé-er a-šùr-na-da ḫa-ri-ma i-šu iš-tù ḫa-ra-nim,½ Mine Silber hat zu Lasten des Aššurnādā Ḫarima gut.
i-na tù-a-ri-šu 15 GÍN KÙ.BABBAR i-ša-qal i-na ša-ni-tim ḫa-ra-nim,"Bei seiner Rückkehr von der (ersten), (Geschäfts)reise wird er 15 Seqel Silber zahlen."
i-na tù-a-ri-šu-ma 15 GÍN-ma KÙ.BABBAR i-ša-qal-ma ù ša-bu-ú,Bei seiner Rückkehr von der zweiten (Geschäfts)reise wird er wiederum 15 Seqel Silber zahlen; dann ist er (der Gläubiger) befreidigt. 
IGI šu-bé-lim IGI pé-ru-a,"Vor Šūbēlum, vor Beru’a. "
a-na a-šur-be-el-a-wa-tim ša ki-ma a-lá-ḫi-im a-li-li ḫi-na-a ú a-šur-na-da,"To Aššur-bēl-awātim, the representatives of Alāhum (and) Alili, Hinnaya and Aššur-nādā."
KIŠIB a-šur-be-el-ma-al-ki-im,Seal of Aššur-bēl-malkim.
a-na 13 ma-na KÙ.BABBAR ša a-šur-na-da DUMU šu={d}EN.LÍL ḫa-bu-lá-ni en-um-a-šur a-ḫu-šu pu-šu-ke-en₆ ù bu-ṣí-a ú-ša-zi-za-am um-ma šu-ut-ma šu-ma KÙ.BABBAR a-dí ITU.KAM ù 2 ITU.KAM lá uš-ta-ak-ší-id er-ba-ma É DAM.GÀR KÙ.BABBAR le-qé-a-ma KÙ.BABBAR a ṣí-ib-tim ù ṣí-ba-sú dí-na-šum IGI ša-lim-a-šur DUMU i-sú-ri-ik IGI zu-ba DUMU IŠTAR-pá-li-il₅ ḫa-muš-tum₈ ša a-sú ù a-mur-IŠTAR,"Witnesses: Šalim-Aššur s. Issu-rīk, Zupa s. Ištar-pālil"
10.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ma-ṣí-ì-lí i-tur₄-DINGIR i-šu iš-tu ḫa-mu-uš-tim ša šu={d}EN.LÍL ú e-lá-lí a-na 33 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim la iš-qúl a-na 1 ma-na-im i-na ITU.1.KAM … GÍN.TA ú-ṣa-áb IGI a-šur-i-mì-tí IGI am-ri-a IGI PUZUR₄.IŠTAR,"Witnesses: Aššur-imittī, Amria, Puzur-Ištar."
i-na 3 me-at 26 {TÚG}ku-ta-ni ša kur-ub-IŠTAR qá-dum li-wi-tim 10 TÚG ša a-ki-dí-e 8 GÚ 40 ma-na AN.NA ku-nu-ku ša kur-ub-IŠTAR 6 TÚG ša kà-ṣa-ri 56 TÚG ša lu-qú-tim ša is-mì-dí-DINGIR x {TÚG}ku-ta-ni ša a-šur={d}UTU-ši ub-lá-ni-a-tí-ni 15 {TÚG}ku-ta-ni … x ba {large break} ú 8 GÚ 40 ma-na AN.NA ku-nu-ki ša kur-ub-IŠTAR DUG-ṣí-lá-a-šur il₅-qé 1 {TÚG}ku-sí-tám a-na ILLAT-tim ni-dí-in 1 {TÚG}ku-ta-nu a-na ḫu-lu-qá-e ša za-al-pá ni-dí-in 10 {TÚG}ku-ta-nu ša i-na da-da-ni-a a-ḫu-ru-ni ší-tí TÚG.ḪI.A 2 me-at 62 TÚG.ḪI.A a-na É.GAL-lim e-ru-bu,"Of the 326 kutānu-textiles belonging to Kurub-Ištar--including (for) the wrapping- (and) 10 Akkadian textiles; 8 talents 40 minas of tin under the seal of Kurub-Ištar; 6 textiles belonging to the packers, 66 textiles from the goods of Iṣmid-ilum, x kutānu-textiles which Aššur-šamšī entrusted to us, 15 kutānu-textiles"
4 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-DU₁₀ DUMU lu-lu IŠTAR-ba-ni i-šu iš-tù ITU.KAM áb-ša-ra-ni li-mu-um a-ku-tum a-na 10 ḫa-am-ša-tim,Aššur-ṭāb s. Lulu owes Ištar-bāni 4 minas refined silver.
i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA a-na 1 ma-na-im i ITU.KAM ṣí-ib-tám,"He will pay ten weeks from the month of Ab šarrānē, eponymate of Akutum."
ú-ṣa-áb 1 ma-na 1.5 GÍN KÙ.BABBAR ṣa-ru-pá-am,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina per month."
ú-ṣa-áb 5 GÚ 20 ma-na URUDU ší-kum KI be-lá-nim-ma a-šùr-DU₁₀ a-na ṭup-pì-šu lá-pá-tí-im i-li-ik 0.5 ma-na 5 GÍN,"If he does not pay (on time), he will add interest at the rate of 1 1/2 shekels per mina per month."
KÙ.BABBAR KI É-a-SIG₅ DUMU iz-kà-nim a-na wa-aḫ-šu-ša-na i-na e-ra-bi₄-šu ú-šé-ba-lam,Ea-damiq s. iz-kà-nim will bring 1/2 mina 5 shekels silver from Waḫšušana.
IGI a-šur-i-mì-tí IGI pì-lá-aḫ-IŠTAR,"Seals: Aššur-imittī, Pilaḫ-Ištar"
a-na pu-šu-ke-en₆ qí-bi-ma um-ma ás-qú-dum-ma 3.33333 ma-na,To Pūšu-kēn from Asqudum:
KÙ.BABBAR {d}UTU-ba-ni kà-ṣa-ar-kà na-áš-a-kum a-bi₄ a-ta be-li a-ta,Šamaš-bāni your transporter brings you 3 1/2 minas silver. 
lá ta-áš-ta-na-me ki-ma a-na URUDU SIG₅ ší-mu lá ma-aḫ-ṣú-ni,"My dear father and lord, do you not constantly hear?"
a-na-kam ša DAM.GÀR-ri KÙ.BABBAR i-da-na-ni šu-IŠTAR DUMU lu-zi-na a pu-tí DAM.GÀR-ri-a i-zi-za-ma dí-nam,"Because no purchases for fine copper are available, and the palace is paying silver for mercantile goods, Šū-Ištar s. Luzina acted on behalf of my merchant and sold."
e-ta-ap-ša-kum a-na a-wa-tim a-mì-ša-am,I acted on your behalf.
na-dá-ni kà-ru-um u₄-me-e iš-ku-ni-a-tí-ma u₄-mu-ni ITU.KAM a-ḫu-ru,"The colony set our due date for depositing the matter toward there, and our term is one month late."
iš-tí a-li-ki wa-ar-ki-ú-tim a-ta-lá-kam,I will come with the next travelers.
a-na PUZUR₄-a-šur qí-bi-ma um-ma aḫ-ša-lim-ma 6,To Puzur-Aššur fom Aḫ-šalim:
GÚ AN.NA i-ku-pí-a ub-lam,Ikuppiya brought 6 talents tin.
ší-im AN.NA i-na bu-ru-uš-ḫa-dum ni-iš-ta-na-me,We keep getting reports about the price of tin in Purušḫattum.
al-kam-ma ma-lá e-bu-ri-šu-nu AN.NA-kà a-bu-uk-ma KÙ.BABBAR 1 GÍN ta-ša-am,Come and send out as much of your tin as (has arrived?) so that you buy a shekel of silver.
um-ma a-šùr-ma-lik-ma a-na il₅-kà-ší-id qí-bi-ma 1.5,From Aššur-mālik to Il-kāšid:
GÍN KÙ.BABBAR ki-ma ku-wa-tí iš-tí en-um-a-šùr al-qé,I received 1 1/2 shekels silver on your behalf from Ennum-Aššur.
a-na šu-ša-al-šum pá-i a-dí-šu-um,For the thirds(?) I gave my word to him.
lá ta-tù-ar-ma KÙ.BABBAR iš-tí en-um-a-šùr la ta-lá-qé,Do not return to him and do not receive silver from Ennum-Aššur!
IGI a-a-am-ší-il₅ IGI DINGIR.SIPA IGI ša-aq-ṣí-im,"Witnesses: Ayyamšil, Ilī-rēʾī, Šaqṣum."
i-na 1 me-at 43 ma-na URUDU ša šu-mì ku-ni-lim ù i-dí-IŠTAR i-na bu-ru-uš-ḫa-dum É kà-ri-im lá-áp-tù 1 GÚ 2 ma-na ša-du-a-sú-nu ú-ṣa-ḫi-ru-nim 4 GÚ 28 ma-na ša kà-ú-ni-im a-šùr-na-da i-lá-qé 1,"Out of the 143 minas of copper which have been booked in the names of Kuzallum and Iddin-Ištar in Burušhaddum in the colony office 1 talent 2 minas, their transport tariff, they have deducted; 4 talents 28 minas to be secured Aššur-nādā will receive."
{TÚG}ku-ta-nam i-na li-mì-im lu-lu ù a-šùr-DUG a-na qá-tí-a,1 
a-dí 1 GÚ 23 ma-na lá ša-li-iṭ ŠÀ.BA 3 GÚ 10 ma-na ša da-tí-a a-šur-DUG i-lá-qé,1 talent 23 minas were not available; thereof Aššur-ṭāb will receive 3 talents 10 minas of my fees.
0.33333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ku-lu-uk-lu a-ḫu-qar i-šu iš-tù ḫa-mu-uš-tim ša a-ba-ba-a-a,Kuluklu owes 1/3 mina 5 shekels refined silver to Aḫu-waqar.
a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-mì-šu ma-al-ú-tim lá iš-qú-ul,From the ḫamuštum of Ababāya h has 13 weeks to pay.
ki-ma a-wa-at kà-ri-im i-na ITU.KAM ṣí-ib-tàm ú-ṣa-áb ITU.KAM na-ar-ma-ak a-šur ša ke-na-tim,If at the completeion of the term he does not pay the word of te colony will be added per month in interest.
li-mu-um ša qá-tí bu-zu-zu IGI a-šur-SIPA IGI ku-ra IGI en-nam-a-šur,"Month: Narma Aššur of kēnātim, Eponymate after Buzuzu"
PUZUR₄.IŠTAR ša ki-ma PUZUR₄-a-šur a-na sá-ba-sí-a iṣ-ba-at-ni-a-tí-ma,"Puzur-Ištar, representative of Puzur-Aššur, seized us against Sabasiya:"
um-ma PUZUR₄.IŠTAR-ma ki-ma PUZUR₄-a-šur a-ša-al-kà i-na lu-qú-tim ša a-šu-mì {d}IŠKUR qá-tum i-ší-ik-nu-ni-ma šu-IŠTAR ú il₅-we-da-ku a-na ṣé-ri-kà ù PUZUR₄={d}UTU ub-lu-ni-ku-nu-tí-ni 2.5 ma-na 6 GÍN KÙ.KI a-na ḫu-bu-li-kà ša {d}IŠKUR lá i-ší-qí-il₅ mì-ma i-na ra-mì-ni-kà ta-áš-qúl lá i-na lu-qú-tim a-mì-tim ša ni-iš a-lim{ki} kà-i-lá,"Puzur-Ištar stated: ""I am questioning you on behalf of Puzur-Aššur. From the goods which were concerning Adad the share ...  and which Šū-Ištar and Il-wedāku delivered (it) to you and Puzur-Šamaš, 2 minas 36 shekels gold belonging to Adad to your debit was not paid. You paid whatever was on your person."
um-ma sá-ba-sí-a-ma ke-na i-na lu-qú-tim ša qá-tí {d}IŠKUR i-ší-ik-nu-ma lu-qú-tám PUZUR₄-a-šur a-na šu-IŠTAR ù il₅-we-da-ku ip-qí-du-ma a-na ṣé-ri-a ù PUZUR₄={d}UTU ú-šé-bi₄-lá-ni lu-qú-tum a-na KÙ.KI i-tur₄-ma 2.5 ma-na 6 GÍN KÙ.KI a-na ḫu-bu-li-a ša {d}IŠKUR i-ší-qí-il₅ mì-ma i-na ra-mì-ni-a ú-lá áš-qúl i-na lu-qú-tim a-mì-tim-ma áš-qúl,"Sabasiya replied, ""It is true. From the goods which were set for the share as Adad and the goods which Puzur-Aššur entrusted to Šū-Ištar and Il-wedāku and which they delivered to myself and Puzur-Šamaš, the goods were converted to gold and I owed 2 minas 36 shekels gold. It was weighed out as the share of Adad. I did not pay anything of myself. I paid from the goods a-mi-tim-ma."""
a-na a-wa-tim a-ni-a-tim kà-ru-um wa-aḫ-šu-ša-na ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in,The plenary colony assembly at Waḫšušana set for us  (witnesses) concerning this matter and we gave our witnesses before the dagger of Aššur.
IGI a-šur-GAL IGI dan-a-šùr IGI ma-ma-ḫe-er,"Aššur-rabi, Dān-Aššur, Mamaḫer"
3 0.5 ma-na URUDU SIG₅ i-ṣé-er sú-kà-lim ì-lí-a-lim i-šu,Sukkallum owes 1/2 mina good cooper to Ili-ālim.
iš-tù ḫa-mu-uš-tim ša i-dí-IŠTAR a-na ITU.KAM i-ša-qal,From the ḫamuštum of Idī-Ištar he has a month to pay.
šu-ma lá iš-qú-ul 1 0.33333 GÍN.TA ṣí-ib-tám a-na 1 ma-na i-na ITU.KAM ú-ṣa-áb,If he does not pay 1/3 shekels interest per mina per month will be added.
um-ma i-li-a-ma ù la-qé-ep a-na ZI-IR i-dí-IŠTAR URUDU ša té-zi-bu i-na KÙ.BABBAR-pí-kà ša a-na-kam-ma ni-il₅-qé 1 me-at 60 ÁŠ še-am ni-ìš-am du-du AN.NA 1 GÚ iš-ku-na-ma a-na ṣa-ba-tim ni-li-ik-ma um-mì-a-nu-kà a-na ṣa-ba-tim i-li-ku-ma a-ṣé-er a-wi-lim-ma nu-ta-er du-du a-na kà-ra-tim a-lá-kam qá-bi šu-ma a-ta ta-ša-kà-nam-ma i-ṣa-bu-tù ti-ib-a-ma a-tal-kam ra-ma-kà za-ki šu-ma a-na a-lim{ki} lá pá-nu-kà ta-ad-mì-iq-tí-ni šé-bi₄-lam,From Ilya and Lāqēp to Idī-Ištar:
0.5 ma-na 5 GÍN KÙ.BABBAR li-tí i-ṣé-er ki-kà-ar-ša ú a-ší-tí-šu PUZUR₄-a-šùr i-šu iš-tù ḫa-muš-tim ša i-na-a ú a-šur-i-mì-tí a-na 5 ḫa-am-ša-tim 17.5 GÍN i-ša-qal ú 5 ḫa-am-ša-tim i-lá-kà-ma 17.5 GÍN.TA i-ša-qal IGI kà-lu-lu IGI ku-ku-a,Kikarša and his wife owe Puzur-Aššur 1/2 mina 5 shekels liti silver.
KIŠIB be-ga-a DUMU IŠTAR-pá-li-il₅ KIŠIB a-ni-na DUMU a-šur-bé-el-a-wa-tim KIŠIB a-lá-ḫi-im DUMU šál-ma-a-šur KIŠIB a-ḫi-a DUMU lá-li-im 45 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-ḫi-a DUMU lá-li-im li-pí-it-IŠTAR a-ḫi-šu i-šu,Aḫīya s. Lālim owes Lipit-Ištar his brother 45 minas refined silver.
iš-tù ḫa-mu-uš-tim ša en-um-a-šur ú ša-lim-a-ḫi-im a-na 50 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA a-na 1 ma-na-im i ITU.KAM ṣí-ib-tám,He will pay 50 weeks from the ḫamuštum of Ennum-Aššur and Šalim-aḫim.
ú-ṣa-áb,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina per month."
ITU.KAM ṣí-ip-um,Month: ṣipʾum
li-mu-um a-šur-i-mì-tí ma-lá-ḫu-um,Eponymate: Aššur-imittī malāḫum
