tablet_id,transliteration,translation
110. Kt 91/k 454 (1-306-91),12 GÍN KÙ.B. ṭí-im TÚG ṭa En-na-nim DUMU A-zu-a : ṭa É-lá-ma il₅-qé-ú : um-ma E-lá-ma-/ma a-na En-na-nim DUMU A-ku-kà um-me-a-ni-/kà KÙ.B. áṭ-qúl um-ma Na-na-a-/ma En-na-núm iṭ-pu-ri-ma GEME ṭa E-lá-ma ak-ta : um-ma En-[na-num-ma] a-lík : a-ma-sú [ki-t]a* mì-m[a] [x x x⌉* HA DÍ x [ x x ] i-pì En-na-nim DUMU A-ku-ka : Na-na-a GEME ṭa E-lá-ma ik-ta : ṭu-ma E-lá-ma KÙ.B. En-na-nim ú-ṭa-bi₄ ) ma-na K[Ù]./B. (2 línes erased) Na-na-a : a-na [*E-lá-m]a? i-ṭa-qal [IGI x x *d]í?-a I[GI* x x x D]UMU 'u-IŠtar IGI 'u-IŠtar DUMU Da-da-/nim,"As for the 12 shekels of silver, the price of a textile belonging to Ennṣnum, son of Azua, which Elamma took, Elamma declared: ŠI paid the silver to Ennṣnum, the son of Akuka, your investorš. Nanaya said: ŠAt Ennṣnum’s behest I took Elamma’s slave-girl as security, for Ennṣnum told (me): ‘Go and take his slave-girl [as security]š” Any ........ [................. declared]: ŠIt was at the instruction of Ennṣnum, son of Akuka, that Nanaya took Elamma’s slave-girl as securityš. If Elamma has paid the silver to Ennṣnum Nanaya will pay "" mina of silver to [Elamm]a. [In the presence of .......d]iya, o[f .........], son of šu-IŠtar, of šu-IŠtar, son of Dadṣnum."
111. Kt 91/k 319 (1-176-91),da-a-sú ù ú-kúl-tù-ṭu ṭa Ki-ta-a iṭ-tù Bu-ru-uṭ-ha-/tim a-dí a-lim{ki} E-lá-ma iṭ-qúl ṭu-ma iṭ-tù A-lim{ki} ú-nu-tám ṭa E-lá-ma lá i-sà-ri-dam da-a-sú ù ú-kúl-/tù-ṭu Ki-ta-a ú-ma-lá IGI 'u-IŠtar IGI 'u-A-ṭùr,"The road-tax he incurs and the food of Kitaya from Buruṭhattum until the City Elamma has paid. If he does not transport of the goods of Elamma from the City Kitaya will compensate Šwhat was paid him for) the road-tax and food. In the presence of šu-IŠtar, of šu-AŠṭur."
112. Kt 91/k 321 (1-178-91),1 ma-na KÙ.B. ṭa Hi-na-a E-lá-ma a-na I-dí-Sú-en₆ ú-ṭé-bi₄-il₅ +é-eh-ri-lí ú-bi₄-il₅ IGI Na-ni-a IGI A-ṭur-DÙG,"1 mina of silver belonging to Hinnṣya Elamma dispatched to to Iddin-Suen, *eher-ilā brought it away. Witnessed by Naniya, by AŠṭur-+ṣb"
113. Kt 91/k 476,KIŠIB 'u-Ku-bi₄-im DUMU Qá-a-tim KIŠIB A-lá-hi-im DUMU A-ṭur-ma-lik KIŠIB Ku-na-a DUMU Ma-na-na a-na gám-ri-im ù hu-lu-qá-e ṭa ILLAT Ì-lí-a-lim a-na mì-ma ṭu-um-ṭu Ku-na-a a-na E-lá-ma ú-lá i-tù-ar a-na 30 ma-na AN.NA ṭa Ku-na-a : a-na ILLAT Ì-li-a-lim nu-du-a-e i-dí-ú qá-dé ILLAT-ma a-na a-wi-tí-ṭu i-za-sú-um,"Seal of šu-K'bum, son of Qa’atum, seal of Ali-ahum, son of AŠṭur-mṣlik, seal of Kunnṣya, son of Manana. For expenses and losses of the caravan of Ilā-ṣlum, whatsoever, Kunnṣya shall not raise claims against Elamma. As for the 30 minas of tin, for which Kunnṣya served Ilā-ṣlum’s caravan a notice, it will belong to him together with Šthe other members of) the caravan according to its declared value."
114. Kt 91/k 406,KIŠIB Hi-na-a,"Seal of Hinnṣya,"
115. Kt 91/k 471,KIŠIB A-lá-hi-im KIŠIB A-li-li KIŠIB A-bi₄-lá KIŠIB Lá-qé-ep ṭa i-na ba-áb-tim ṭa A-ṭùr-be-el-ma-al-/ki-im Šupside down) ṭa iṭ-ti DUMU A-tù-⌈ri⌉-a ù A-mur-A-ṭùr Šupside down) Hi-na-a iš-bu-tù-ma a-na E-lá-ma ip-qi-du 2 ma-na 13) GÍN KÙ.B. ša-ru-pá-am E-lá-ma a-na A-lá-hi-im ù A-li-li ip-qí-du KÙ.B. Šupside down) a-na A-lá-hi-im A-li-li ù Hi-na-a a-ba-re-ṭu-nu i-lá-ak,"Seal of Ali-ahum, seal of Ali-ilā, seal of Abila, seal of LŠ-qēp, that what Hinnṣya had seized as part of an outstanding claim of AŠṭur-bēl-malkim from At'riya’s son and from Amur-AŠṭur and had entrusted to Elamma - an amount of 2 minas 13"" shekels of refined silver, which Elamma in turn had entrusted to Ali-ahum and Ali-ilā – that this silver will become the joint property/responsibility of Ali-ahum, Ali-ilā and Hinnṣya."
116. Kt 91/k 520 (1-373-91),"i-nu-mì A-hu-w[a-qar] iṭ-tù a-lim{ki} i-tù-⌈ra⌉-[ni] ṭu-uq-lam [ku-nu-ki] ṭa a-lim{ki} [ x x x ù] E-lá-ma i-pá-([ù-ru-ma] 50 ma-na AN.N[A] i-du-nu-ṭu-ma iṭ-[tù] u₄-mì-im ṭa AN.N[A] i-lá-qé-ú 15 ha-am-/ṭa-tim i-lá-ak-ma 8, ma-na KÙ.B ša-ru-pá-am A-hu-wa-[qar] i-ṭa-qal","When Ahu-waqar comes back from the City [PN and] Elamma will break open the packet with seals applied in the City and they will give him 50 minas of tin and from the day he gets the tin he will go (travel) for 15 weeks and then Ahu-waqar will pay 8, minas of refined silver."
117. Kt 91/k 440 (1-293-91),ku-nu-ki-a a-na Ah-ṭa-lim ) ma-na KÙ.B. ku-nu-ki-a a-na I-dí-A-ṭur +é-eh-ri-ì-lí ú-bi₄-il₅-ṭu-nu-tí IGI 'u-Ku-bi₄-im DUMU Qá-a-a-tim IGI A-lá-hi-im DUMU A-ṭur-ma-lik,"under my seal for Ah-ṭalim, "" mina of silver under my seal for Iddin-AŠṭur, *eher-ilā brought it to them. In the presence of šu-K'bum, son of Qa’atum, of Ali-ahum, son of AŠṭur-mṣlik."
118. Kt 91/k 528 (1-381-91),"a-na I-dí-A-ṭur 1* ma-na KÙ.B. a-na Ah-ṭa-lim ŠÀ.BA , ma-na a-na Lu-zi ÌR ṭa A-lá-hi-im , ma-na a-na [K]u-da-dim kà-ša-ar ⌈A⌉-[ṭur-m]a-lik i-[na] té-er-tí-a i-da-an-ṭu-nu-tí ṭa 3 GÍN KÙ.B. sí-ba-ra-tim a-na Ah-ṭa-lim","for Iddin-AŠṭur; 1( mina of silver for Ah-ṭalim, of which , mina is for Luzi, the slave of Ali-ahum; , mina for Kudṣdum, the harnesser of [AŠṭur?]-mṣlik. He will give it to them by my instruction. For 3 shekels of silver sibarštum for Ah-ṭalim."
119. Kt 91/k 469,KIŠIB I-pí-lí-is KIŠIB A-ṭur-na-da DUMU A-mur-/lu-sú KIŠIB La-qé-pí-im ṭa E-la-ma ù Id-⌈na-a] ma-ah-ri-ni : ni-k[à-sé] i-⌈sí-ú⌉-ma⌉* ) ma-na 5 G[ÍN KÙ.B. ša-ru-pu-um] ù 13) ma-na URUD[U SIG₅] i-lí-bi : Id-n[a-a] iṭ-tù ha-mu-u[ṭ-tim] ṭa Am-ri-a ù ⌈E⌉-[lá-lí] ki-ma a-wa-at kà-ri-im a-na ší-ib-tim i-lá-ak-/ṭum Šupside down) 1) ma-na KÙ.B. ší-ib-tum pá-ni-tum 5/6 ma-na KÙ.B. gam-ru-um ṭa iṭ-ta-pu-ru-ṭu-ni Šupside down) i-li-bi₄-ṭu-ma,"Seal of Ippilis, seal of AŠṭur-nṣdṣ, son of Amur-il'ssu, seal of LŠ-qēpum, that Elamma and Idnṣya settled accounts in our presence Šwith the following result): 35 shekels of refined silver and 13"" minas of [refined] copper are due by Idnṣya. They become interest-bearing for him at the rate stipulated by the colony from the week-eponymy of Amriya and Elṣlā. 1"" mina of silver, an earlier interest, (and) 5/6 mina of silver, expenses, about which he wrote him repeatedly, he also owes."
120. Kt 91/k 396,"KIŠIB I-dí-A-ṭur DUMU / Ì-lí-dan KIŠIB A-ṭur-SIPA DUMU / I-dí-da KIŠIB E-lá-ma DUMU / I-dí-Sú-in Šupside down) [KIŠIB] Puzur₄-IŠtar DUMU ⌈A⌉-ṭur-ma-lik ṭí-ma-at I-dí-A-/ṭur DUMU Ì-lí-dan be-el₅ ṭí-ma-tí-a a-na ba-áb DINGIR lá ú-ṭé-ru-du ṭa ú-ṭé-ru-du 10 ma-na KÙ.B. i-ṭa-qal n/k 2069, broken names","Seal of Iddin-AŠṭur, son of Ilā-dṣn, seal of AŠṭur-rē’ā, son of Idida, seal of Elamma, son of Iddin-Suen, seal of Puzur-IŠtar, son of AŠṭur-mṣlik. Testament of Iddin-AŠṭur, son of Ilā-dṣn. They shall not lead my testamentary executors down to the Gate of the God. Who does lead them down shall pay 10 minas of silver. of sealers, cannot confirm this identification."
121. Kt 91/k 314,23 5/6 ma-na ú ṭa 3 TÚG 1 ma-na ṣu-Ku-bu-um ⌈1⌉ ma-na 15 GÍN [Hi-na-a i-na-pá-a]l* [x x x x x x] E-la-ma [x x x x] 2 ma-na 10 [GÍN] ṣu-Ku-bu-um i-na-pá-/lam iṭ-tù ni-ip-lá-/tum ṭa Hi-na-a ú ṣu-Ku-bi₄-im ba-at-qá-ni ē ma-na 2 GÍN a-na kà-ri-im a-na-pá-al,5/6 minas and 1 mina for 3 textiles – šu-KŠbum. 1 mina 15 shekels [Hinnšya will b[alance] [............................] Elamma [.............] 2 minas 10 [shekels] šu-KŠbum will balance to me. After the balance payments by Hinnēya and šu-KŠbum have been deducted I will balance 42 shekels to the colony.
122. Kt 91/k 329 (1-186-91),"Hi-na-a qá-sú Hinnēya i-dí ṭa 3 TÚGʾ share. "" ma-na.TA 1 ma-na ṭ mina qá-sú i-dí 5ṣ TÚG.TA 1 10 GÍN.TA 3 TÚG 10 ṭa ik-ri-⌈bi₄⌉-kà textiles 10 GÍN.TA iṭ-ku-nu-nim they submitted ŠU.NIGIN₂ 25 ma-na 15 GÍN KÙ.B. ṭa a-ni-kà-sí-kà na-ad-a-tí-ni as deposit 1 ma-na 15 GÍN 1 ṭa tá-na-pu-lu you have ṭa ni-kà-sí-ṭuʾ (KU) ṭa Hi-na-a account.","has deposited as For 3 textiles omits ṭa apiece he deposited writes 1 ma-na-ma as his share, 5ṣ textiles omits qá-sú and TA apiece, (for) 3 writes TÚG.HI.A of your temple-fund adds ṭa libbi kšrim 10 shekels apiece. 25 minas 15 shekels which you have on your account. and 15 shekels to balance (for) Hinnēya’s"
123. Kt 91/k 447 (1-300-91),"i-na ṭa A-mur-A-ṭur 16 [G]ÍN KÙ.B. ṭa ṭa-du-i-tim ha-bu-lu ŠÀ.BA 12"" / GÍN /15 ŠE Pì-lá-ah-IŠtar il₅-qé 3( GÍN / 15 ŠE E-lá-ma il₅-qé","From what Amur-Aāāur (owes?), 16 shekels of silver, of the ṭaddu’utu-tax, thereof Pilah-Iātar took 12 5/12 shekels, Elamma took 3 7/12 shekels."
124. Kt 91/k 299 (1-156-91),2 TÚG ku-ta-nu 10 GÍN KÙ 4 TÚG lu-bu-ṭ[u] 2 TÚG ra-qá-ta-an 2 TÚG ṭu-lu-up-kà-ú 1 ma-na 9 GÍN KÙ.B. it-bu-lu-ú 24 ma-na AN.NA 1 ( ma-na ⌈7⌉ GÍN / KÙ.B it-ba-[al] 5 TÚG lu-bu-[ṭu 1 TÚG] ra-qú-tum 1 TÚG ku-ta-nu 1 ma-na ⌈KÙ.B.⌉ a-na qá-tí-a )á-hi 4 TÚG ku-ta-nu DIRI-t[um?]* 3 TÚG ṭa *ú-ùh-r[i-im] ṭa A-bu-ṭa-lim iṭ-[ú-mu?] ṭa 48 ma-na KÙ[.B] 2 ma-na KÙ.GI ṭa-du-a-tám A-ṭur-i-mì-tí 16 GÍN KÙ.B. KI A-ṭur-i-/mì-tí 2 ma-na 5 GÍN ⌈Ha-da-ú-ni⌉,"2 kutšnu-textiles (cost) 10 shekels of silver, 4 garments, 2 thin textiles (and) 2 šulupkaean textiles cost 1 mina 9 shekels of silver. 24 minas of tin cost 97 shekels of silver. 5 garments, 1 thin textile (and) 1 kutšnu-textile (for) 1 mina of silver have been booked as my share. 4 kutšnu-textiles of very fine quality, 3 garments for youngsters which Abu-āalim bought. For 48 minas of silver (and) 2 minas of gold the ṭaddu’utu-fee of Aāāur-imitt* < I paid? >. 16 shekels of silver are due from Aāāur-imitt*, 2 minas 5 shekels Šdue from?) Hada’uni."
125. Kt 91/k 417 (1-270-91),"2 GÚ 56ē ma-na AN.NA qá-dum AN.NA qá-tim 15 LÁ 1/4 GÍN.TA 12 ma-na LÁ "" GÍN KÙ.B.-áp-ṭu ṭí-im TÚG.HI.A ù ANŠE.HI.A 2"" ma-na KÙ.B. ŠU.NIGIN 14"" ma-na LÁ "" GÍN / <<KÙ.B.>> KÙ.B. E-lá-ma is-ni-iq-ni-a-/tí","2 talent 56+ minas of tin, including the loose tin, at 14( shekels per Šshekel of silver), its price in silver: 11 minas 59 + shekels; 2ṭ minas of silver, the price of the textiles and the donkeys. In all 14 minas 19+ shekels of silver Elamma weighed out to us."
126. Kt 91/k 328 (1-185-91),a-ṭu-mì ṭa hu-lu-qá-e a-na-ku Ku-ra <ù> ṣu-IŠtar ni-pá-hu-ur-ma iṭ-té-ni-iṭ a-na Pí-lá-ah-IŠtar DUMU Ú-zuʾ-/a a-waʾ-tám ni-da-an IGI Lá-qé-ep IGI E-me-me IGI A-ṭur-i-dí ṭu-ma ib-tù-a-ni-a-tí iṭ-tí-ni i-ra-ba-áṭ,"For the matter of the losses. I, Kura <and> šu-Iātar will come together and together we will address Pilah-Iātar, son of Uzua, with LŠ-q'p, Ememe and Aāāur-id* as witnesses. Should he prevail over us, then he can present his claim together with us."
127. Kt 91/k 451 (1-304-91),"a-na 17 ku-ta-ni ṭa i-na Ba-at-na ha-al-qú-ni 1"" ma-na.TA AN.NA ILLAT-tum ú-ma-lí-/ni-a-tí ṭa la-qá-im Ku-ra il₅-ta-qé "" ma-na KÙ.B. be-ú-lá-tí-ṭu Ku-ra i-na a-lím{ki} il₅-qé ( ma-na KÙ.B. a-na pá-ni-ṭu A-ṭur-ma-lík ú-ṭé-bi₄-il₅ i-na lu-qú-tim ṭa ṭé-ep Kur-ub-IŠtar 2 GÚ AN.NA ú lí-wi-/sú 15 ku-ta-ni ⌈2?⌉ ANŠE.HI.A sa-lá-me [Kur-ub-I]ṭtar ip-qí-dam ⌈ŠÀ.BA⌉ 1 ṭu-uq-lam ip-)ur₄-ma 11 ma-na AN.NA [i]l₅-té-qé","For the 17 kutšnu-textiles that were lost in Batna the caravan paid us a compensation of 1ṭ mina of tin per (person). Kura has successively obtained what he was entitled to. Kura has received ṭ mina of silver, his working capital, in the City, (and) ṣ mina of silver Aāāur-mēlik sent to him en route. Of the merchandise shipped under Kurub-Iātar’s responsibility [Kurub-Iā]tar entrusted to me 2 talents of tin with its wrapping, 15 kutšnu-textiles (and) 2 black donkeys. Of this load he has broken the seals of one packet and has taken 11 minas of silver."
128. Kt 91/k 324 (1-181-91),I-li-a i-na-pá-al 1( GÍN KÙ.B. i-lá-qé ( ma-na 1ē / GÍN Kur-ub-IŠtar i-na-pá-al 5ē GÍN A-ṭùr-lá-ma-sí Šremainder rev. not inscribed),"Iliya will give as compensation, he will get 1ṣ shekel of silver. 31+ shekels Kurub-Iātar will give as compensation, 5+ shekels Aāāur-lamass*."
129. Kt 91/k 326 (1-183-91),96 ku-ta-nu ṭa Ì-lí-a 12 ku-ta-nu ṭa A-ṭur-lá-ma-sí 1 me-at ṭa Kur-ub-IŠtar 1 me-at LÁ 2 ṭa E-lá-ma,"kutšnu-textiles of Iliya, 12 kutanu textiles of Aāāur-lamass*, 100 of Kurub-Iātar, 98 of Elamma."
130. Kt 91/k 449 (1-302-91),i-nu-mì TÚG.HI.A ṭa ṭé-pí-a ni-im-nu 2 TÚG sà-áp-dí-nu(m) É.GAL-lúm il₅-qé 1 ṭu-lu-up-kà-um ú 2 ku-ta-nu ha-al-qú 5 TÚG.HI.A il₅-tab-ṭu 1 me-at 17 ṭu-/ru-tum a-na É.GAL-lim e-ru-bu ŠÀ.BA 2 TÚG qá-a-/tí ṭa Kur-ub-IŠtar 130a. Kt 91/k,"When we counted the textiles shipped under my responsibility the palace took 2 sapdinnu-textiles; 1 šulupkaean-textile and 2 kutšnu-textiles were lost. Five textiles they took for their clothing. 117 dark textiles entered the palace, two of which are the share of Kurub-Iātar. 373 (1-230-93)"
131. Kt 91/k 312 (1-169-91),A-ṭur-ba-ni 11 GÍN iṭ-tí Puzur₄-A-ṭur 9 GÍN KÙ.B. ṭa DAM Ha-ar-ṭa-a a-na A-ṭur-mu-ta-/pì-il₅ ha-bu-la-at-ni me-eh-ra-tim a-dí-ṭu-um a-na *é-er 12 GÍ⌈N 1⌉3 GÍN KÙ.B. a-na A-ṭur-mu-/ta-/pì-il₅,"Aāāur-bēni; 11 shekels due from Puzur-Aāāur; 9 shekels of silver which Harāēya’s wife owes to Aāāur-mštappil, its equivalent I gave to him. In addition to 12 shekels 13 shekels of silver for Aāāur-mštappil."
132. Kt 91/k 318 (1-175-91),Ú-zu-a i-na li-/bi-a Hi-na-a il₅-qé IGI A-ṭur-be-el-a-wa-/tim DUMU ṣu-A-nim IGI En-nam-{d}IŠKUR DUMU Zi-ra um-mì-a-nu-ṭu a-na ṭí-a-ma-/tim ú-ra-ki-sú-/ni,"of Uzua Hinnēya took at my expense. In the presence of Aāāur-b'l-awētim, son of šu-Anum, of Ennam-Adad, son of Zira. His investors had contractually bound me to Šprovide it) for making purchases."
133. Kt 91/k 322,5 GÍN a-na Im-dí-DINGIR ( GÍN a-na GUDU₄ 1/6 GÍN a-na nu-a-ri-im 22( ŠE.GÍN a/-na ŠU.I 22( ŠE./GÍN a-na ṭa-AB-KI-tim*,"5 shekels for Imd*-ilum, ṣ shekel for the priest, 1/6 shekel for the singer, 1/8 shekel for the barber, 1/8 shekel for ............... ."
134. Kt 91/k 338 (1-195-91),3 GÍN KÙ.B. iṭ-tí Eb-lá-i-im ṭa SÍG.HI.A il₅-qé-ú,"3 shekels of silver due from the man from Ebla, who took wool."
135. Kt 91/k 341 (1-198-91),"A-ṭùr-ma-lik i-lá-qé ē ma-na 5/6 GÍN Kàr-wa-a 11 GÍN I*-mì-id-DINGIR ( ma-na 3ē GÍN ṣu-Ku-bu-um 15"" GÍN Bu-zu-ta-a Šremainder not inscribed)","Aāāur-mēlik will take, 40 5/6 shekels Karwaya, 11 shekels I,mid-Ilum, 33+ shekels šu-KŠbum, 15ṭ shekels Buzutēya"
136. Kt 91/k 452 (1-305-91),10 GÍN KÙ.B. a-na I-dí-Sú-/en DUMU En-na-ni-/im a-dí-in Šrev. not inscribed),"shekels of silver I gave to Iddin-Suen, son of Ennēnum."
137. Kt 91/k 464 (1-317-91),i-na 2 m[a-na KÙ.B.] ṭa hu-bu-ul Pu[zur₄-{d}EN.LÍL?] ṭa )up-pí-ṭu ha-[ar-mì-im] ù ( ma-na K[Ù.B.] ṭa a-ha-ma : a-dí-[ṭu-ni] ŠÀ.BA 2( GÚ 4( ⌈ma-na⌉ / URUDU al-qé i-na 1 GÚ 50 ma-na URUDU ù 10 GÍN KÙ.B. ṭa hu-bu-ul Puzur₄-{d}EN.LÍL ŠÀ.BA 1 ma-na KÙ.B. KI ṣa-lím-A-ṭùr DUMU Up-ha-qí-im a*-ba-at Šremainder not inscribed),"Of the 2 mi[nas of silver] that are the debt of Pu[zur-Ellil]?, recorded in his certified tablet, and of the ṣ mina of silver I had given him separately, thereof I obtained 2 talents 34ṣ minas of copper. Of the 1 talent 50 minas of copper and 10 shekels of silver that are the debt of Puzur-Ellil, thereof I seized 1 mina of silver from šallim-Aāāur, son of Uphēqum."
138. Kt 91/k 465 (1-318-92),[x ma]-na 17 GÍN A-ṭur-DÙL [x m]a-na LÁ 1( GÍN En-na-ma-núm [x]+2? ma-na 2 GÍN A-mur-IŠtar 4 5/6 ma-na Ú-zu-ub-iṭ-ku-um 2 5/6 ma-na 7 GÍN A-zu-a 3 ma-na 7 GÍN Ku-ra 3 ma-na i-pá-ni-ú-tim ni-kà-sé Ku-ra 1 ma-na Ma-nu-ki-A-ṭur 6 ma-na 12 GÍN Í-lí-a-lúm 2 5/6 ma-na A-ṭur-ma-lík DUMU Ú-sà-ni-/[im] 2 ma-na 12 GÍN DUMU I-tur₄-DINGIR ⌈x m]a-na Pu-ṭu-ki-⌈in⌉ 1( ma-na ṣ[u-ku-*b]u-um 9 GÍN A-ṭ[ur-i-m]ì-tí [x m]a-na i-n[u-mì] [x x]*-a ú Ku-ra [a-n⌉a* Ba-at-na [i-l]i-ku-ni [n]i-dí-ṭu-nu-tí,"[x] mina(s) 17 shekels Aāāur-,ulšl*, [x] mina(s) minus 1ṣ shekel Ennamēnum, [x]+2 minas 2 shekels Amur-Iātar, 4 5/6 minas Uzubiākum, 2 minas 57 shekels Azua, 3 minas 7 shekels Kura, 3 minas from an earlier settlement of accounts Kura, 1 mina Mannu-k*-Aāāur, 6 minas 12 shekels Il*-ēlum, 2 5/6 minas Aāāur-mēlik, son of Usēnum, 2 minas 12 shekels the son of Itšr-il*, [x] mina(s) PŠāu-k'n, 1ṣ mina šu-KŠbum, 9 shekels Aāāur-imitt* [x] mina(s) when ..........a and Kura went [to] Batna we gave to them."
139. Kt 92/k 150 (1-110-92),5 GÍN KÙ.B. a-na DUMU.MÍ Hi-na-a 10 GÍN a-na DUMU.MÍ A-ṭur-ni-ṭu 3 GÍN a-na DUMU.MÍ I-dí-na-bi-im DUMU Ba-la 1 GÍN a-na Lá-ma-sí ṭa IŠtar-pu-úz-ri ē ma-na KÙ.B. ṭé-bu-ul-ta-ṭa a-na Lá-ma-sí DUMU.MÍ A-ṭur-{d}UTUŠ{i} a-dí-in 5( GÍN a-na Um-mì-IŠ-ha-ra 4 ri-ik-sú ku-nu-ki-a a-na É A-lá-hi-im ù Zi-kur-ì-/lí mì-ma a-nim IGI Da-dí-a áp-qí-id 2 ri-ik-sí ṭa ṣu-Be-lim DUMU A-ṭur-be-el-a- [ -n]a a-ha-ti-ṭu [ wa-tim [ù DUM]U*.MÍ{tí}-ṭ{u} [IG]I A-ta-a áp-qí-idʾ(LI),"5 shekels silver for Hinnēya’s daughter, 10 shekels for Aāāur-niā""’s daughter, 3 shekels for the daughter of Iddin-abum, son of Bala, 1 shekel for Lamass* of Iātar-puzr*, + mina of silver, her consignment, I gave to Lamass*, daughter of Aāāur-āamā*, 5ṣ shekels for Umm*-Iāhara, four packets with my seals for the house of Ali-ahum and Zikur-il* - all this I entrusted Šfor transport) in the presence of Dadiya. Two packets of šu-B'lum, son of Aāāur-b'l-awētim, for his sister and his daughter I entrusted Šfor transport) in the presence of Ataya."
140. Kt 92/k 154 (1-114-92),"[x x x x ] *20+x [x x] TÚG ṭu-ra-am a-na 11 GÍN a-na É kà-ri-im a-dí-i i-na 2 ma-na 10 GÍN KÙ.B. ṭa i-n[a] ni-kà-sé a-na E-lá-ma i-na-pu-lu-ni-[im] ŠÀ.BA 1"" ma-na 3 GÍN KÙ.B. al-qé ṭí-tí KÙ.B. ē ma-na 7 GÍN KI A-ṭùr-ma-lik Ì-lí-a-lim ù La-qé-ep a-lá-qé 2 ma-na 14 GÍN KÙ.B. i-na ṭa [A-ṭu]r-be-el-a-wa-tim i-na [ x x x x x x x x x x x] x* (lacuna) [x x x x x x x ] x-ma *x [ x x ]","................ one dark colored textile I deposited for 11 shekels at the colonial office. Of the 2 minas 10 shekels of silver that one will balance to Elamma at the accounting, 1 mina 23 shekels thereof I took; the rest of the silver, 47 shekels, I will collect from Aāāur-mēlik, Il*-ēlum and LŠ-q'p. 2 minas 14 shekels of silver from what belongs to Aāāur-b'l-awētim, from/in [.....]"
141. Kt 91/k 339 (1-196-91),"1 ma-na 2 GÍN AN.NA ṣu-Ku-bu-um ih-bu-lam ta-ah-sí-is-tum ⌈a⌉-ni-tum waʾ(AH)-ar-ki-at C. Lists of bread, of bread 142. Kt 92k 1 me-at NINDA A-mur-IŠtar 1 me-at NINDA A-ṭur-mì-tì 1 me-at NINDA Tù-pì-zi 1 me-at NINDA ṣu-Ku-bu-um 50 NINDA A-lá-hu-um 50 NINDA En-na-be-lí 1 me-at NINDA A-ṭur-i-mì-tí / [ DUMU A-ta-a 1 me-at NINDA Puzur₄-{d}A-ṭùr 50 NINDA ṣál-ma-A-ṭùr 50 NINDA Im-dí-DINGIR 50 NINDA DUMU Ha-lá-bi₄-im 50 NINDA Bu-zu-zu-um 50 NINDA Lá-qé-ep 1 me-at NINDA Kur-ub-IŠtar 1 me-at NINDA A-ṭur-ma-lik 50 NINDA A-ṭùr-*ú-lu-li 50 NINDA A-ni-num 50 NINDA A-ṭur-SIPAD 1 me-at NINDA A-ṭur-na-da 50 NINDA En-nam-A-ṭur DUMU a-hi-a","For 1 mina 2 shekels of tin šu-KŠbum became indebted to me. This memo is a later one. beer and silver 146 (1-106-92) 100 breads Amur-Iātar 100 breads Aāāur-imitt* 100 breads Tupizi 100 breads šu-KŠbum 50 breads Ali-ahum 50 breads Ennam-b'l* 100 breads Aāāur-imitt*, [ son of Ataya 100 breads Puzur-Aāāur 50 breads šallim-Aāāur 50 breads Imd*-ilum 50 breads the son of Hali-abum 50 breads Buzuzum 50 breads La-q'p 100 breads Kurub-Iātar 100 breads Aāāur-mēlik 50 breads Aāāur-,ulšl* 50 breads An*num 50 breads Aāāur-r'’* 100 breads Aāāur-nēdē 50 breads Ennam-Aāāur, son of my brother"
143. Kt 92/k 99 (1-61-92),1 ki-ru-um A-hu-ni 1 ki-ru-um ù zi-KI-KU-um ṣu-Anim 1 ki-ru-um ṣu-sà-a 1 ki-ru-um I-dí-a-bi-im 1 ki-ru-um +a-he-er-ì-lí 1 ki-ru-um ṭa a-ma-at Ah-ṭa-lim 1 ki-ru-um En-na-nim 1 ki-ru-um DINGIR-áṭ-ra-ni 1 ki-ru-um Ì-lí-ba-ni 1 ki-ru-um A-mur-{d}UTU 1 ki-ru-um Kà-sà-a 1 ki-ru-um LUGAL-{d}/UTU* 1 ki-ru-um Zu-x* 1 ki-ru-um A-hu-wa-/qar 1 ki-ru-um Pí-lá-ah-/IŠtar (2ṣ cm not inscribed),"1 jar Ahuni 1 jar and a .......... šu-Anum, 1 jar šusēya. 1 jar Iddin-abum, 1 jar -aher-il*, 1 jar of the maid of Ah-āalim, 1 jar Ennēnum, 1 jar Il*-aāranni 1 jar Il*-bēni, 1 jar Amur-šamaā, 1 jar Kasēya, 1 jar šarrum-šamaā?, 1 jar Zu........ 1 jar Ahu-waqar, 1 jar Pilah-Iātar"
